,Bafoulabe,Diéma,Kayes,Kéniéba,Kita,Nioro,Yélimané,Banamba,Dioila,Kangaba,Kati,Kolokani,Koulikoro,Nara,Bougouni,Kadiolo,Kolondieba,Koutiala,Sikasso,Yanfolila,Yorosso,Baraouéli,Bla,Macina,Niono,San,Ségou,Tominian,Bandiagara,Bankass,Djenné,Douentza,Koro,Mopti,Ténenkou,Youwarou,Diré,Goundam,Gourma-Rharous,Niafunké,Tombouctou,Ansongo,Bourem,Gao,Abeibara,Kidal,Tessalit,Tin-Essako,Bamako,Ménaka,Anderamboukane,Inekar,Tidermene
2024-07-19,160.515625,8.890625,208.546875,73.765625,71.15625,0.734375,2.125,12.9375,464.625,582.40625,894.296875,5.03125,974.578125,14.234375,197.984375,79.6875,183.34375,92.6875,214.140625,66.484375,16.265625,931.203125,465.0625,787.3125,9.296875,425.171875,878.65625,399.453125,1.296875,8.609375,794.625,1.796875,4.609375,1100.671875,794.625,1013.140625,559.40625,563.875,490.0,666.15625,483.59375,205.875,315.140625,227.90625,0.984375,0.0,1.796875,1.75,850.6875,3.0625,0.0,7.671875,0.84375
2024-07-20,160.34375,9.015625,200.015625,107.828125,105.09375,0.5,1.28125,17.4375,531.9375,544.8125,791.0625,6.328125,908.765625,17.4375,204.53125,57.828125,169.3125,81.65625,200.21875,151.875,14.90625,908.765625,536.65625,788.71875,9.390625,537.9375,907.203125,537.9375,1.296875,10.0,772.703125,6.234375,4.421875,1356.609375,766.234375,1262.640625,622.5,627.3125,549.1875,739.34375,542.5625,212.46875,351.1875,246.375,0.03125,0.0,1.796875,1.765625,763.03125,3.0625,0.0,12.09375,2.046875
2024-07-21,163.640625,8.765625,201.0625,70.578125,69.640625,1.46875,3.421875,16.4375,476.28125,561.03125,749.15625,4.3125,806.5,37.578125,199.234375,47.953125,125.609375,77.953125,159.296875,141.46875,14.140625,799.59375,479.09375,722.828125,18.1875,466.5625,783.28125,466.5625,1.109375,12.8125,756.0,1.5,3.734375,1359.015625,740.265625,1353.140625,689.75,694.609375,611.515625,740.859375,604.359375,227.71875,392.265625,268.921875,0.015625,0.0,1.796875,0.875,731.0,3.0625,0.015625,0.625,0.65625
2024-07-22,166.8125,9.328125,240.1875,130.640625,129.1875,0.875,2.5,20.859375,510.359375,486.921875,658.1875,4.265625,712.9375,31.796875,198.28125,66.734375,177.9375,82.703125,203.46875,169.46875,15.328125,708.53125,512.53125,693.59375,18.390625,482.109375,701.203125,470.34375,1.203125,9.6875,738.25,1.796875,2.546875,1366.046875,716.15625,1367.625,707.015625,704.46875,677.46875,860.796875,671.25,243.9375,447.90625,296.625,0.015625,0.0,1.796875,1.046875,637.3125,3.0625,0.015625,1.96875,0.65625
2024-07-23,162.53125,9.78125,220.28125,137.25,137.25,0.53125,1.65625,14.171875,515.890625,516.671875,662.609375,5.046875,713.46875,20.578125,210.328125,57.15625,153.0625,79.234375,185.3125,152.515625,15.1875,707.5,519.921875,715.71875,19.625,491.90625,713.546875,472.734375,1.375,7.875,734.390625,2.921875,2.828125,1336.625,721.734375,1360.46875,685.3125,614.078125,688.640625,1030.140625,688.640625,267.859375,514.640625,331.125,0.015625,0.0,1.78125,5.375,649.890625,3.078125,0.03125,40.53125,6.171875
2024-07-24,161.265625,9.265625,222.15625,105.625,105.625,0.453125,1.75,9.828125,486.5,570.59375,776.03125,4.53125,821.953125,5.6875,191.75,59.140625,138.53125,84.46875,167.984375,170.421875,16.359375,762.0,490.796875,714.703125,17.40625,482.296875,737.390625,475.515625,1.4375,9.21875,728.78125,3.171875,2.9375,1314.15625,718.046875,1348.15625,732.0,758.796875,671.921875,1124.59375,671.65625,297.3125,585.328125,376.8125,0.015625,0.046875,1.78125,0.640625,764.453125,3.0625,0.015625,20.453125,2.53125
2024-07-25,161.671875,10.1171875,203.5859375,126.609375,126.609375,0.453125,1.625,16.6953125,518.6015625,613.0390625,780.1640625,4.75,847.875,14.28125,192.03125,77.6484375,180.703125,90.7890625,205.3828125,147.8828125,16.1015625,832.734375,522.6953125,769.4375,7.625,509.5,812.7734375,498.8046875,1.5234375,10.9609375,756.421875,10.1953125,3.65625,1296.0859375,759.1484375,1327.109375,1000.7578125,1020.859375,659.3828125,1196.0625,658.8671875,342.21875,643.59375,441.1015625,0.484375,0.03125,1.7890625,7.4296875,758.8125,3.0625,0.0078125,46.1640625,8.3359375
2024-07-26,163.1328125,9.3359375,219.53125,135.3515625,135.3515625,0.375,1.515625,15.21875,546.6015625,671.515625,866.9140625,5.71875,947.65625,11.7109375,211.9765625,73.640625,169.5,93.96875,200.421875,162.015625,17.359375,939.9453125,550.296875,826.359375,12.1484375,544.703125,912.640625,542.2734375,1.1328125,8.640625,803.671875,5.453125,3.375,1300.0078125,809.7109375,1292.6484375,1142.953125,1149.3046875,887.2265625,1228.5703125,855.7890625,398.78125,649.5390625,518.15625,5.1796875,0.0,1.7890625,8.0859375,847.703125,3.0625,0.03125,5.625,0.6640625
2024-07-27,163.3046875,8.734375,294.71875,104.5390625,104.5390625,0.3984375,1.5234375,14.125,545.171875,578.21875,777.2890625,3.609375,860.78125,14.265625,229.015625,50.2890625,149.875,82.71875,185.9765625,175.921875,15.0859375,860.78125,549.8671875,820.0078125,10.1015625,526.5546875,858.765625,514.7265625,1.046875,8.3359375,796.2578125,6.1953125,3.1484375,1282.3125,802.2265625,1269.5234375,1194.9140625,1197.0546875,1100.4609375,1243.734375,1082.2421875,473.21875,636.46875,588.890625,0.5078125,0.0234375,1.7890625,21.3046875,751.046875,3.0703125,0.140625,25.9921875,6.4375
2024-07-28,523.4921875,249.5078125,657.4453125,90.0234375,320.609375,1.3828125,3.2578125,64.9765625,510.953125,504.734375,693.6484375,97.875,782.328125,114.84375,181.296875,59.90625,152.1875,85.2890625,189.6640625,124.3359375,15.65625,789.984375,552.671875,870.1875,17.9296875,586.96875,867.9921875,586.96875,1.1875,13.9921875,835.171875,3.65625,3.4765625,1361.453125,852.1171875,1301.15625,1218.4375,1219.5234375,1193.2578125,1243.28125,1187.78125,556.6015625,629.4921875,627.6484375,1.1484375,0.265625,1.7890625,13.7265625,666.6328125,3.078125,0.015625,54.96875,14.8359375
2024-07-29,374.0390625,77.2421875,715.75,80.5546875,200.0546875,0.7421875,2.28125,23.0,841.1171875,824.1015625,1350.3515625,64.5234375,1565.75,33.6171875,338.6953125,72.390625,257.890625,93.109375,309.734375,220.5078125,17.6640625,1614.2734375,843.2890625,1943.9921875,18.40625,828.6796875,1917.890625,809.0234375,1.265625,8.9296875,1798.2421875,6.171875,3.5703125,2034.03125,1882.4375,1583.2578125,1230.0,1230.75,1224.5625,1240.171875,1223.6875,616.9375,610.46875,628.21875,0.8515625,0.2109375,1.7890625,3.90625,1285.2578125,25.15625,0.578125,27.515625,4.5
2024-07-30,194.0390625,15.7109375,386.28125,151.4453125,151.4453125,0.8984375,2.921875,17.640625,704.078125,835.7421875,1144.2578125,9.78125,1250.4453125,22.375,281.1796875,90.9453125,265.9375,98.421875,298.4296875,202.8046875,16.6484375,1262.9765625,705.3984375,1325.421875,16.2421875,662.640625,1328.2421875,642.1484375,85.8359375,6.0625,1158.640625,10.6015625,3.1171875,1462.5078125,1231.640625,1358.1328125,1235.0625,1235.625,1234.7109375,1242.0625,1234.7109375,629.8828125,662.28125,627.7265625,0.140625,0.296875,1.7890625,1.46875,1104.8046875,220.3828125,11.6875,5.3671875,1.59375
2024-07-31,182.59375,13.5859375,374.0703125,121.9140625,121.9140625,1.03125,2.921875,25.421875,974.1875,751.109375,1143.0546875,8.3359375,1217.6875,28.859375,441.1640625,138.1328125,422.2578125,107.328125,457.9921875,255.3125,19.4296875,1136.09375,975.421875,1218.0625,34.8125,959.828125,1198.7734375,959.828125,1.984375,10.671875,1196.703125,52.6796875,7.5078125,1936.4453125,1215.328125,1809.1015625,1264.15625,1266.1953125,1249.71875,1362.59375,1249.71875,856.3515625,980.7734375,841.484375,0.0859375,0.15625,4.5859375,7.1328125,1112.484375,153.640625,24.8046875,33.7109375,21.859375
2024-08-01,389.78125,37.578125,819.7421875,150.7109375,184.1015625,1.640625,3.6640625,55.796875,1186.7890625,783.03125,1130.8984375,39.5546875,1261.53125,86.7109375,481.140625,146.4140625,440.296875,124.40625,492.6796875,312.6328125,17.2890625,1261.28125,1187.4453125,1407.2890625,43.6875,1113.8984375,1306.03125,1084.25,2.015625,12.6875,1541.1875,26.5859375,4.8046875,2568.6796875,1497.4375,2268.109375,1305.3359375,1310.953125,1251.2109375,1541.2265625,1251.1015625,608.125,1178.8828125,511.609375,3.6796875,0.0625,3.03125,14.859375,1073.2109375,5.734375,0.1484375,11.875,5.078125
2024-08-02,320.3671875,28.8359375,500.984375,266.6328125,266.6328125,0.5078125,2.2578125,23.4296875,1303.296875,856.109375,1197.609375,26.65625,1325.203125,32.0703125,522.390625,167.8203125,491.03125,136.046875,553.125,308.109375,21.375,1324.9609375,1306.109375,1299.75,14.84375,1234.171875,1315.1171875,1186.375,1.3203125,8.953125,1439.5703125,5.2734375,3.625,2624.5390625,1369.8203125,2446.921875,1391.9765625,1401.546875,1285.2890625,1702.390625,1279.171875,551.5234375,1248.9140625,447.953125,0.046875,0.1953125,1.7890625,2.9140625,1143.2578125,3.078125,0.0703125,6.3125,3.0703125
2024-08-03,335.09375,28.1953125,509.265625,246.2734375,246.2734375,0.4296875,1.609375,20.0,1354.25,795.9375,1024.1015625,22.96875,1148.1328125,25.6875,563.515625,180.046875,536.5234375,154.109375,592.3515625,337.9765625,24.6953125,1361.1015625,1361.1015625,1245.4921875,13.2421875,1347.9453125,1352.5546875,1334.9921875,0.8671875,8.921875,1343.078125,1.7265625,3.2421875,2701.328125,1288.0234375,2647.1953125,1530.375,1543.2734375,1364.7890625,1883.1796875,1353.28125,491.328125,1262.28125,666.9609375,0.0390625,0.109375,1.7890625,4.515625,997.0,3.0703125,0.03125,12.8828125,4.71875
2024-08-04,381.9921875,48.171875,518.9140625,257.78125,257.78125,0.375,1.4375,20.71875,1213.8046875,844.3046875,1071.921875,42.140625,1155.65625,24.5,498.9921875,164.1171875,473.9140625,116.4375,526.7421875,321.890625,18.640625,1221.5,1226.125,1173.9453125,14.0,1221.5234375,1226.125,1207.640625,1.3203125,9.0390625,1227.921875,2.09375,3.21875,2556.828125,1192.5546875,2556.828125,1694.03125,1708.3671875,1488.3515625,2039.3671875,1471.9453125,435.390625,1266.9609375,1007.9375,0.03125,0.0078125,1.7890625,4.7421875,1049.078125,3.0703125,0.0078125,27.890625,5.2421875
2024-08-05,293.4609375,30.9296875,437.3671875,164.4765625,164.4765625,0.4609375,1.75,26.6796875,1283.828125,774.3515625,980.0859375,23.921875,1071.6875,47.09375,565.9453125,178.5234375,524.1015625,116.1015625,598.9453125,302.734375,18.9765625,1287.3046875,1287.3046875,1118.203125,22.4296875,1459.3046875,1279.3203125,1382.15625,0.84375,292.1796875,1396.359375,4.0625,3.1484375,2500.5546875,1138.734375,2515.21875,1864.7421875,1879.0546875,1643.6328125,2181.9453125,1624.3515625,661.0234375,1279.3359375,1206.5234375,0.03125,0.0078125,1.7890625,0.3125,952.8828125,3.0703125,0.03125,0.8671875,0.6640625
2024-08-06,268.2109375,48.8984375,497.28125,177.5859375,177.5859375,0.5625,1.875,35.9921875,1245.3671875,829.1171875,1214.984375,97.4375,1358.2421875,56.8359375,542.234375,178.1953125,509.40625,115.8671875,561.390625,299.328125,19.015625,1304.703125,1245.3671875,1050.5078125,29.4296875,1129.7734375,1220.1015625,1097.375,1.015625,10.84375,1099.5390625,5.71875,3.859375,2334.5859375,1065.0625,2382.3828125,2024.09375,2036.875,1807.0234375,2264.515625,1786.546875,1010.9296875,1324.21875,1270.8125,0.0234375,0.0078125,1.7890625,0.3125,1119.5,3.078125,0.3203125,6.578125,0.890625
2024-08-07,236.8046875,19.46875,386.171875,240.5546875,240.5546875,0.421875,1.78125,14.8828125,1203.4453125,760.328125,967.7421875,17.625,1051.484375,18.6328125,522.6484375,181.1015625,494.578125,112.5390625,546.40625,301.9765625,20.40625,1206.515625,1206.515625,992.3671875,24.3671875,1154.3671875,1194.328125,1112.875,1.796875,8.8984375,1116.859375,84.1171875,4.796875,2241.484375,1003.59375,2312.6328125,2154.5078125,2164.609375,1963.4921875,2307.90625,1943.609375,1315.0625,1413.0234375,1382.0234375,0.0234375,0.0078125,1.7890625,4.15625,943.875,97.34375,185.953125,81.890625,19.3046875
2024-08-08,318.9765625,26.265625,437.1640625,292.0703125,292.0703125,0.484375,2.1328125,28.640625,1363.390625,908.265625,1182.96875,21.125,1277.2109375,47.25,596.9453125,203.7578125,564.6328125,113.0078125,624.7421875,354.4453125,21.1953125,1363.390625,1363.390625,1084.8125,27.3046875,1299.375,1341.4140625,1262.640625,1.9453125,11.03125,1265.8515625,15.1640625,7.8828125,2251.5859375,1047.421875,2307.1171875,2249.078125,2254.8984375,2110.1328125,2307.1171875,2093.34375,1284.4765625,1547.375,1307.53125,4.328125,7.953125,2.609375,40.0703125,1165.2421875,3.09375,0.4140625,56.375,35.8359375
2024-08-09,1045.8359375,18.171875,1693.4765625,214.7265625,214.7265625,0.6796875,2.1953125,56.078125,1212.375,742.0703125,977.921875,21.203125,1073.453125,170.359375,570.1171875,199.359375,547.1328125,128.7890625,595.6796875,301.0234375,20.53125,1212.375,1212.375,972.0390625,629.1953125,1139.1640625,1190.7421875,1105.5390625,98.265625,15.3125,1108.1328125,30.1484375,11.984375,2347.3125,983.3828125,2835.0546875,2379.5625,2399.5703125,2230.2890625,2953.6015625,2218.3984375,1312.234375,1701.015625,1355.96875,0.453125,96.984375,1.7890625,28.234375,942.0,11.140625,1.71875,62.171875,185.515625
2024-08-10,2658.5390625,1360.0859375,3050.2578125,364.625,2204.578125,0.4921875,1.90625,46.4921875,1660.4765625,898.9609375,1529.0703125,1250.03125,2280.5390625,45.6640625,685.1875,213.7734375,643.640625,152.4765625,734.4765625,373.2265625,21.21875,2280.5390625,1671.5625,1512.625,22.375,1591.984375,2280.34375,1474.75,2.21875,67.28125,1485.6484375,15.265625,11.984375,2297.65625,1199.3359375,2264.3828125,2283.703125,2283.4453125,2267.1640625,2283.703125,2261.59375,1344.6328125,1857.9140625,1488.6953125,4.8671875,0.5390625,11.375,45.828125,1369.9296875,289.5859375,563.0625,673.5859375,299.8515625
2024-08-11,407.7578125,130.4140625,473.1015625,300.7734375,300.7734375,0.9453125,2.9453125,60.40625,1452.96875,1035.1875,1320.8125,119.5625,1433.1015625,59.8515625,662.65625,234.953125,629.0703125,120.5078125,691.1875,355.3515625,19.1796875,1459.296875,1459.296875,1204.46875,51.3828125,1435.984375,1452.3828125,1404.734375,28.125,69.578125,1408.421875,23.9140625,20.734375,2519.1328125,1127.5078125,2540.3125,2312.921875,2314.796875,2290.78125,2392.265625,2288.2109375,1404.453125,1986.8828125,1566.671875,50.5859375,0.40625,3.9140625,127.3515625,1278.8203125,3.0859375,0.3515625,85.0546875,25.3671875
